query_id,timestamp,session_id,visitor_id,channel,language,visitor_type,visitor_origin,query_type,site_referenced,region_referenced,sentiment,response_time_seconds,resolved,is_emergency
QRY-000707,2026-07-28 19:03,SESS-000285,VIS-00286,text,English,domestic,South,opening_hours,Pullman Douala Rabingha,Littoral,positive,4.7,False,False
QRY-000259,2026-07-28 19:06,SESS-000117,VIS-00118,text,Pidgin,foreign,Belgium,pricing,Mefou Primate Sanctuary,Centre,positive,1.3,True,False
QRY-005387,2026-07-28 19:31,SESS-002137,VIS-02138,text,French,domestic,North West,opening_hours,Pullman Douala Rabingha,Littoral,positive,2.9,True,False
QRY-003755,2026-07-28 19:36,SESS-001497,VIS-01498,text,French,domestic,Centre,transport_fare,Artisanal Village & Flower Market,Littoral,neutral,2.7,True,False
QRY-005375,2026-07-28 19:46,SESS-002136,VIS-02137,voice_note,English,domestic,North,general_chat,,Littoral,positive,2.2,True,False
QRY-001315,2026-07-28 19:54,SESS-000518,VIS-00519,text,French,domestic,Littoral,booking_interest,Domaine du Petpenoun,West,positive,1.9,False,False
QRY-000142,2026-07-28 20:05,SESS-000065,VIS-00066,voice_note,French,foreign,China,transport_fare,Pullman Douala Rabingha,Littoral,positive,1.9,True,False
QRY-003270,2026-07-28 20:09,SESS-001307,VIS-01308,text,French,foreign,Nigeria,directions,FINI Hotel Bobende,South West,neutral,4.0,True,False
QRY-003876,2026-07-28 20:14,SESS-001543,VIS-01544,voice_note,French,foreign,France,pricing,Hotel Ilomba,South,negative,2.6,True,False
QRY-002845,2026-07-28 21:30,SESS-001118,VIS-01119,text,English,foreign,China,pricing,Musee National de Yaounde,Centre,negative,3.9,True,False
QRY-002116,2026-07-28 21:46,SESS-000839,VIS-00840,text,French,domestic,North,directions,Seme Beach Hotel,South West,positive,3.1,True,False
QRY-000938,2026-07-28 22:00,SESS-000372,VIS-00373,text,French,foreign,Chad,pricing,Krystal Palace Douala,Littoral,neutral,3.3,True,False
QRY-002145,2026-07-28 22:11,SESS-000852,VIS-00853,text,English,foreign,Nigeria,booking_interest,Hotel Ilomba,South,neutral,2.6,True,False
QRY-000698,2026-07-28 22:27,SESS-000280,VIS-00281,text,French,foreign,Canada,pricing,Pullman Douala Rabingha,Littoral,neutral,2.9,True,False
QRY-000843,2026-07-28 22:34,SESS-000331,VIS-00332,text,French,domestic,North,directions,Down Beach & Batoke Beach,South West,positive,3.3,True,False
QRY-004638,2026-07-28 22:41,SESS-001832,VIS-01833,voice_note,French,domestic,Littoral,pricing,Mvog-Betsi Zoo & Botanical Garden,Centre,negative,3.9,True,False
QRY-004004,2026-07-28 22:47,SESS-001586,VIS-01587,voice_note,Pidgin,foreign,China,general_chat,,North West,neutral,3.7,True,False
QRY-004573,2026-07-28 22:58,SESS-001806,VIS-01807,text,Pidgin,foreign,China,directions,Domaine du Petpenoun,West,neutral,3.1,True,False
QRY-000441,2026-07-29 06:16,SESS-000188,VIS-00189,text,French,domestic,South West,cultural_info,Plage de Kribi (Tara Plage),South,positive,3.0,True,False
QRY-004209,2026-07-29 06:25,SESS-001666,VIS-01667,text,English,foreign,Equatorial Guinea,emergency_sos,Mvog-Betsi Zoo & Botanical Garden,Centre,negative,2.6,True,True
QRY-006016,2026-07-29 06:56,SESS-002405,VIS-02406,text,English,domestic,South,cultural_info,Chutes de la Lobe,South,neutral,2.8,True,False
QRY-005153,2026-07-29 06:59,SESS-002041,VIS-02042,text,French,foreign,France,pricing,Pullman Douala Rabingha,Littoral,positive,5.2,True,False
QRY-003572,2026-07-29 07:47,SESS-001421,VIS-01422,text,French,domestic,South,directions,Chez Carimo / Lobe Shacks,South,neutral,1.1,True,False
QRY-005605,2026-07-29 07:59,SESS-002233,VIS-02234,text,English,domestic,West,opening_hours,Hilton Yaounde,Centre,positive,2.7,True,False
QRY-003014,2026-07-29 07:59,SESS-001186,VIS-01187,text,English,foreign,Germany,pricing,Bimbia Slave Trade Port,South West,positive,2.1,True,False
QRY-005073,2026-07-29 08:14,SESS-002008,VIS-02009,voice_note,English,foreign,UK,pricing,Mvog-Betsi Zoo & Botanical Garden,Centre,negative,3.5,True,False
QRY-004773,2026-07-29 08:25,SESS-001885,VIS-01886,text,Pidgin,foreign,China,cultural_info,Pullman Douala Rabingha,Littoral,neutral,3.7,True,False
QRY-003299,2026-07-29 08:34,SESS-001321,VIS-01322,text,English,domestic,Littoral,opening_hours,Chutes d'Ekom Nkam,Littoral,negative,1.9,True,False
QRY-002806,2026-07-29 08:47,SESS-001106,VIS-01107,voice_note,French,domestic,North,transport_fare,Domaine du Petpenoun,West,neutral,2.6,True,False
QRY-003114,2026-07-29 08:51,SESS-001242,VIS-01243,text,English,foreign,Equatorial Guinea,directions,Pullman Douala Rabingha,Littoral,neutral,3.2,True,False
QRY-004041,2026-07-29 09:08,SESS-001599,VIS-01600,text,English,domestic,North West,booking_interest,Bimbia Slave Trade Port,South West,positive,3.1,True,False
QRY-000167,2026-07-29 09:39,SESS-000077,VIS-00078,text,English,domestic,South,pricing,Marche Sandaga & Deido Soya,Littoral,positive,3.3,True,False
QRY-002407,2026-07-29 09:42,SESS-000961,VIS-00962,voice_note,English,domestic,North West,booking_interest,FINI Hotel Bobende,South West,neutral,1.9,True,False
QRY-001742,2026-07-29 09:46,SESS-000698,VIS-00699,text,English,domestic,Centre,cultural_info,Mont Febe & Golf Club,Centre,positive,3.2,True,False
QRY-001133,2026-07-29 09:47,SESS-000447,VIS-00448,text,Pidgin,domestic,West,pricing,Star Land Hotel Bastos,Centre,positive,1.6,True,False
QRY-003248,2026-07-29 09:49,SESS-001302,VIS-01303,text,French,domestic,North West,transport_fare,Artisanal Village & Flower Market,Littoral,neutral,4.5,True,False
QRY-004409,2026-07-29 10:00,SESS-001737,VIS-01738,text,English,domestic,East,opening_hours,Krystal Palace Douala,Littoral,positive,4.2,True,False
QRY-004092,2026-07-29 10:06,SESS-001620,VIS-01621,voice_note,French,foreign,Belgium,cultural_info,Palais des Rois Bell (Pagode),Littoral,neutral,3.9,True,False
QRY-000400,2026-07-29 10:20,SESS-000175,VIS-00176,text,French,foreign,Chad,directions,Down Beach Roasted Fish Sheds,South West,positive,3.1,True,False
QRY-001746,2026-07-29 11:02,SESS-000698,VIS-00699,voice_note,English,foreign,South Africa,opening_hours,Hilton Yaounde,Centre,neutral,3.4,True,False
QRY-002667,2026-07-29 11:08,SESS-001053,VIS-01054,text,English,domestic,North West,cultural_info,Bimbia Slave Trade Port,South West,neutral,3.6,True,False
QRY-004556,2026-07-29 11:18,SESS-001798,VIS-01799,text,Pidgin,foreign,Gabon,general_chat,,South,neutral,3.5,True,False
QRY-001153,2026-07-29 11:33,SESS-000457,VIS-00458,text,English,domestic,West,opening_hours,Pullman Douala Rabingha,Littoral,neutral,3.2,True,False
QRY-000194,2026-07-29 12:03,SESS-000088,VIS-00089,voice_note,English,domestic,Far North,cultural_info,Palais des Rois Bell (Pagode),Littoral,positive,2.5,True,False
QRY-003533,2026-07-29 13:07,SESS-001405,VIS-01406,text,French,domestic,East,cultural_info,Rue des Artisans,West,positive,2.5,True,False
QRY-000060,2026-07-29 13:12,SESS-000024,VIS-00025,voice_note,English,domestic,West,transport_fare,Chutes de la Lobe,South,neutral,3.0,True,False
QRY-003058,2026-07-29 13:32,SESS-001210,VIS-01211,text,English,foreign,USA,directions,Mount Cameroon (Upper Farms),South West,neutral,0.8,True,False
QRY-001118,2026-07-29 13:34,SESS-000440,VIS-00441,text,French,foreign,Belgium,opening_hours,Hotel Ilomba,South,positive,4.2,True,False
QRY-005817,2026-07-29 13:44,SESS-002331,VIS-02332,text,French,domestic,East,booking_interest,Plage de Kribi (Tara Plage),South,neutral,3.7,True,False
QRY-001514,2026-07-29 15:03,SESS-000606,VIS-00607,text,French,domestic,Centre,directions,Pullman Douala Rabingha,Littoral,neutral,3.5,True,False
QRY-000847,2026-07-29 15:07,SESS-000332,VIS-00333,text,English,foreign,USA,transport_fare,Krystal Palace Douala,Littoral,neutral,2.4,True,False
QRY-002514,2026-07-29 15:15,SESS-001002,VIS-01003,text,French,domestic,Far North,opening_hours,Mont Febe & Golf Club,Centre,neutral,4.1,True,False
QRY-002241,2026-07-29 15:23,SESS-000897,VIS-00898,text,French,domestic,West,booking_interest,Krystal Palace Douala,Littoral,positive,4.3,True,False
QRY-000762,2026-07-29 15:25,SESS-000303,VIS-00304,text,French,foreign,Belgium,opening_hours,Down Beach Roasted Fish Sheds,South West,neutral,3.7,True,False
QRY-005558,2026-07-29 17:33,SESS-002217,VIS-02218,text,French,foreign,Gabon,opening_hours,Star Land Hotel Bastos,Centre,neutral,3.0,True,False
QRY-001045,2026-07-29 17:43,SESS-000411,VIS-00412,text,English,domestic,East,transport_fare,Down Beach & Batoke Beach,South West,neutral,3.2,True,False
QRY-005289,2026-07-29 17:54,SESS-002101,VIS-02102,voice_note,English,foreign,Nigeria,transport_fare,Hotel Ilomba,South,neutral,3.2,True,False
QRY-002403,2026-07-29 17:56,SESS-000960,VIS-00961,text,French,domestic,South,directions,Palais des Rois Bell (Pagode),Littoral,neutral,4.8,True,False
QRY-003474,2026-07-29 18:30,SESS-001385,VIS-01386,text,French,domestic,South West,pricing,Limbe Botanic Garden,South West,positive,4.4,True,False
QRY-000107,2026-07-29 19:03,SESS-000050,VIS-00051,text,English,foreign,Nigeria,pricing,Down Beach & Batoke Beach,South West,negative,3.4,True,False
QRY-002019,2026-07-29 19:25,SESS-000803,VIS-00804,text,French,foreign,China,transport_fare,Pullman Douala Rabingha,Littoral,neutral,6.2,True,False
QRY-003011,2026-07-29 20:09,SESS-001185,VIS-01186,text,French,domestic,East,booking_interest,Musee Maritime de Douala,Littoral,neutral,3.9,True,False
QRY-003889,2026-07-29 20:10,SESS-001548,VIS-01549,voice_note,English,domestic,North,pricing,Palais Royal de Foumban & Museum,West,positive,2.1,True,False
QRY-001891,2026-07-29 20:20,SESS-000753,VIS-00754,voice_note,French,foreign,Nigeria,opening_hours,Chez Wou & La Salsa,Centre,positive,3.5,True,False
QRY-002925,2026-07-29 20:22,SESS-001154,VIS-01155,text,French,domestic,North West,pricing,Mont Febe & Golf Club,Centre,positive,4.0,True,False
QRY-005480,2026-07-29 20:28,SESS-002181,VIS-02182,voice_note,French,foreign,Belgium,directions,Plage de Kribi (Tara Plage),South,neutral,2.8,True,False
QRY-005745,2026-07-29 20:30,SESS-002295,VIS-02296,text,French,domestic,South West,pricing,Artisanal Village & Flower Market,Littoral,positive,3.0,True,False
QRY-000678,2026-07-29 20:36,SESS-000275,VIS-00276,text,English,domestic,Littoral,opening_hours,Limbe Botanic Garden,South West,positive,2.7,True,False
QRY-005987,2026-07-29 20:43,SESS-002399,VIS-02400,text,French,domestic,North,transport_fare,Musee National de Yaounde,Centre,neutral,2.9,True,False
QRY-002552,2026-07-29 20:52,SESS-001020,VIS-01021,voice_note,English,domestic,Far North,transport_fare,Hotel Ilomba,South,negative,2.4,True,False
QRY-000703,2026-07-29 21:50,SESS-000283,VIS-00284,text,English,foreign,USA,opening_hours,Palais des Rois Bell (Pagode),Littoral,positive,2.4,True,False
QRY-001801,2026-07-29 21:55,SESS-000717,VIS-00718,text,French,foreign,UK,pricing,Bimbia Slave Trade Port,South West,neutral,4.5,True,False
QRY-005238,2026-07-29 22:17,SESS-002078,VIS-02079,text,English,foreign,Chad,directions,Musee Maritime de Douala,Littoral,positive,4.5,True,False
QRY-003958,2026-07-29 22:22,SESS-001566,VIS-01567,text,French,domestic,South,pricing,Chez Wou & La Salsa,Centre,positive,4.5,True,False
QRY-003706,2026-07-29 22:23,SESS-001475,VIS-01476,text,French,domestic,South,pricing,FINI Hotel Bobende,South West,positive,2.0,True,False
QRY-004163,2026-07-29 22:40,SESS-001645,VIS-01646,text,French,foreign,Equatorial Guinea,general_chat,,Adamawa,neutral,3.3,True,False
QRY-005993,2026-07-30 06:04,SESS-002400,VIS-02401,text,English,domestic,Far North,general_chat,,Centre,neutral,2.6,True,False
QRY-004265,2026-07-30 06:04,SESS-001683,VIS-01684,text,English,foreign,USA,pricing,Star Land Hotel Bastos,Centre,negative,2.7,True,False
QRY-005960,2026-07-30 06:33,SESS-002390,VIS-02391,voice_note,French,foreign,Equatorial Guinea,pricing,Star Land Hotel Bastos,Centre,positive,3.0,True,False
QRY-001342,2026-07-30 06:42,SESS-000530,VIS-00531,text,French,domestic,Littoral,opening_hours,Marche Sandaga & Deido Soya,Littoral,positive,3.2,True,False
QRY-005908,2026-07-30 07:02,SESS-002367,VIS-02368,text,English,domestic,Adamawa,transport_fare,West Region Gastronomy Spots,West,positive,3.4,True,False
QRY-002512,2026-07-30 07:07,SESS-001002,VIS-01003,text,Pidgin,foreign,Canada,opening_hours,Mefou Primate Sanctuary,Centre,positive,2.1,True,False
QRY-001092,2026-07-30 07:12,SESS-000429,VIS-00430,text,French,domestic,Adamawa,cultural_info,FINI Hotel Bobende,South West,positive,2.2,True,False
QRY-005974,2026-07-30 07:16,SESS-002395,VIS-02396,text,French,foreign,Gabon,general_chat,,Far North,neutral,3.5,True,False
QRY-000862,2026-07-30 07:17,SESS-000339,VIS-00340,text,French,domestic,Adamawa,pricing,Les Gites de Kribi,South,neutral,2.7,True,False
QRY-002855,2026-07-30 07:44,SESS-001122,VIS-01123,text,French,foreign,Nigeria,general_chat,,North,neutral,4.2,True,False
QRY-000857,2026-07-30 07:48,SESS-000337,VIS-00338,text,French,domestic,North,cultural_info,Monument de la Reunification,Centre,positive,3.9,True,False
QRY-003137,2026-07-30 07:59,SESS-001251,VIS-01252,text,English,domestic,South West,general_chat,,East,positive,1.5,True,False
QRY-005775,2026-07-30 08:14,SESS-002309,VIS-02310,text,French,foreign,France,emergency_sos,Seme Beach Hotel,South West,negative,1.4,True,True
QRY-003880,2026-07-30 08:20,SESS-001544,VIS-01545,text,French,domestic,Adamawa,pricing,Pullman Douala Rabingha,Littoral,positive,3.1,True,False
QRY-002025,2026-07-30 08:22,SESS-000805,VIS-00806,text,French,domestic,Centre,booking_interest,Rue des Artisans,West,positive,3.4,True,False
QRY-002489,2026-07-30 08:23,SESS-000994,VIS-00995,text,English,domestic,North,cultural_info,Down Beach Roasted Fish Sheds,South West,positive,2.3,True,False
QRY-003585,2026-07-30 08:39,SESS-001424,VIS-01425,text,English,domestic,Centre,transport_fare,Star Land Hotel Bastos,Centre,neutral,3.6,True,False
QRY-004786,2026-07-30 08:52,SESS-001890,VIS-01891,text,English,domestic,Littoral,directions,Down Beach Roasted Fish Sheds,South West,positive,2.5,True,False
QRY-003350,2026-07-30 08:54,SESS-001343,VIS-01344,text,French,domestic,West,cultural_info,Monument de la Reunification,Centre,negative,2.1,True,False
QRY-001148,2026-07-30 09:17,SESS-000455,VIS-00456,text,French,domestic,South West,directions,Artisanal Village & Flower Market,Littoral,neutral,3.6,True,False
QRY-004405,2026-07-30 09:22,SESS-001735,VIS-01736,text,Pidgin,foreign,Nigeria,cultural_info,Hilton Yaounde,Centre,positive,3.9,True,False
QRY-005262,2026-07-30 09:36,SESS-002089,VIS-02090,text,Pidgin,domestic,West,pricing,L'Ovalie & La Fourchette,Littoral,neutral,2.2,True,False
QRY-003766,2026-07-30 10:25,SESS-001503,VIS-01504,text,French,domestic,North,directions,Star Land Hotel Bastos,Centre,positive,3.3,True,False
QRY-000982,2026-07-30 10:37,SESS-000389,VIS-00390,voice_note,French,foreign,Canada,opening_hours,Palais des Rois Bell (Pagode),Littoral,neutral,3.4,True,False
QRY-001238,2026-07-30 11:19,SESS-000493,VIS-00494,voice_note,French,foreign,China,cultural_info,Hotel Ilomba,South,neutral,3.3,True,False
QRY-000383,2026-07-30 12:04,SESS-000169,VIS-00170,text,French,domestic,North,pricing,Limbe Wildlife Centre,South West,neutral,5.0,True,False
QRY-002209,2026-07-30 12:24,SESS-000878,VIS-00879,text,French,domestic,South West,booking_interest,Bimbia Slave Trade Port,South West,neutral,2.5,False,False
QRY-002927,2026-07-30 12:53,SESS-001155,VIS-01156,text,English,domestic,West,directions,Down Beach & Batoke Beach,South West,neutral,2.4,True,False
QRY-005270,2026-07-30 13:11,SESS-002091,VIS-02092,text,French,foreign,China,opening_hours,FINI Hotel Bobende,South West,neutral,3.4,True,False
QRY-003598,2026-07-30 13:18,SESS-001429,VIS-01430,text,French,domestic,Centre,cultural_info,Limbe Botanic Garden,South West,positive,2.3,True,False
QRY-003302,2026-07-30 13:37,SESS-001322,VIS-01323,text,English,foreign,China,cultural_info,Musee National de Yaounde,Centre,neutral,2.3,True,False
QRY-003484,2026-07-30 13:53,SESS-001389,VIS-01390,text,French,foreign,Chad,transport_fare,Chutes de la Lobe,South,negative,3.7,True,False
QRY-002730,2026-07-30 13:57,SESS-001081,VIS-01082,voice_note,French,foreign,Canada,cultural_info,Mont Febe & Golf Club,Centre,neutral,4.2,True,False
QRY-004708,2026-07-30 14:03,SESS-001864,VIS-01865,voice_note,French,domestic,North,directions,Down Beach & Batoke Beach,South West,neutral,3.1,True,False
QRY-005136,2026-07-30 14:18,SESS-002030,VIS-02031,voice_note,Pidgin,domestic,West,pricing,Limbe Wildlife Centre,South West,neutral,4.0,True,False
QRY-005528,2026-07-30 14:20,SESS-002201,VIS-02202,text,French,domestic,Far North,cultural_info,Grand Batanga & Luma Museum,South,positive,3.6,True,False
QRY-002669,2026-07-30 14:29,SESS-001053,VIS-01054,text,French,foreign,Canada,booking_interest,Monument de la Reunification,Centre,neutral,1.9,True,False
QRY-001856,2026-07-30 15:05,SESS-000739,VIS-00740,text,English,foreign,France,pricing,Limbe Botanic Garden,South West,positive,3.3,True,False
QRY-000594,2026-07-30 15:12,SESS-000249,VIS-00250,voice_note,French,domestic,North,directions,Star Land Hotel Bastos,Centre,positive,5.8,True,False
QRY-004858,2026-07-30 15:28,SESS-001918,VIS-01919,text,Pidgin,domestic,Far North,pricing,Chez Wou & La Salsa,Centre,neutral,2.1,True,False
QRY-003676,2026-07-30 15:43,SESS-001458,VIS-01459,voice_note,English,domestic,South,cultural_info,Star Land Hotel Bastos,Centre,neutral,5.7,True,False
QRY-006173,2026-07-30 15:47,SESS-002463,VIS-02464,text,French,foreign,USA,booking_interest,Hotel Ilomba,South,neutral,3.7,True,False
QRY-000578,2026-07-30 15:54,SESS-000245,VIS-00246,text,English,domestic,North,cultural_info,Seme Beach Hotel,South West,neutral,3.9,True,False
QRY-002631,2026-07-30 16:22,SESS-001041,VIS-01042,voice_note,English,domestic,South West,general_chat,,West,positive,3.9,True,False
QRY-000778,2026-07-30 16:45,SESS-000309,VIS-00310,text,French,domestic,West,directions,Les Gites de Kribi,South,neutral,3.7,True,False
QRY-003846,2026-07-30 17:24,SESS-001534,VIS-01535,text,French,domestic,North West,pricing,Plage de Kribi (Tara Plage),South,positive,2.7,True,False
QRY-000052,2026-07-30 17:28,SESS-000022,VIS-00023,voice_note,English,domestic,West,directions,Limbe Botanic Garden,South West,neutral,3.8,True,False
QRY-002069,2026-07-30 17:49,SESS-000825,VIS-00826,text,Pidgin,domestic,South,pricing,Musee Maritime de Douala,Littoral,positive,3.8,True,False
QRY-003060,2026-07-30 17:56,SESS-001211,VIS-01212,voice_note,English,domestic,South West,emergency_sos,Rue des Artisans,West,negative,0.8,True,True
QRY-002477,2026-07-30 18:29,SESS-000991,VIS-00992,voice_note,French,foreign,Chad,opening_hours,Monument de la Reunification,Centre,positive,2.3,True,False
QRY-005003,2026-07-30 18:29,SESS-001975,VIS-01976,text,French,domestic,Centre,directions,Artisanal Village & Flower Market,Littoral,positive,2.3,True,False
QRY-005115,2026-07-30 18:50,SESS-002021,VIS-02022,voice_note,French,foreign,Gabon,transport_fare,Artisanal Village & Flower Market,Littoral,positive,2.3,True,False
QRY-005985,2026-07-30 18:51,SESS-002399,VIS-02400,text,French,foreign,China,emergency_sos,Star Land Hotel Bastos,Centre,negative,1.1,True,True
QRY-001084,2026-07-30 20:03,SESS-000426,VIS-00427,text,French,domestic,South West,booking_interest,L'Ovalie & La Fourchette,Littoral,positive,4.9,True,False
QRY-003479,2026-07-30 20:46,SESS-001387,VIS-01388,text,French,foreign,USA,transport_fare,Hilton Yaounde,Centre,positive,2.4,True,False
QRY-000165,2026-07-30 20:53,SESS-000076,VIS-00077,text,English,domestic,Centre,cultural_info,Chefferie de Bandjoun,West,neutral,3.6,True,False
QRY-001981,2026-07-30 21:14,SESS-000786,VIS-00787,voice_note,English,domestic,South West,opening_hours,Palais des Rois Bell (Pagode),Littoral,positive,1.5,True,False
QRY-001911,2026-07-30 21:45,SESS-000758,VIS-00759,text,French,foreign,France,cultural_info,Musee National de Yaounde,Centre,neutral,1.9,True,False
QRY-004089,2026-07-30 21:46,SESS-001618,VIS-01619,text,English,domestic,East,directions,Marche Sandaga & Deido Soya,Littoral,neutral,3.2,True,False
QRY-004618,2026-07-30 22:31,SESS-001826,VIS-01827,text,French,domestic,Adamawa,cultural_info,Chutes de la Lobe,South,neutral,4.4,True,False
QRY-000061,2026-07-30 22:58,SESS-000024,VIS-00025,text,French,domestic,South West,general_chat,,Adamawa,positive,3.4,True,False
QRY-000225,2026-07-31 06:12,SESS-000105,VIS-00106,text,Pidgin,domestic,South,pricing,Plage de Kribi (Tara Plage),South,positive,1.8,True,False
QRY-006187,2026-07-31 06:34,SESS-002469,VIS-02470,text,English,domestic,Far North,pricing,Rue des Artisans,West,neutral,3.2,True,False
QRY-002634,2026-07-31 06:43,SESS-001043,VIS-01044,voice_note,French,foreign,Equatorial Guinea,pricing,Monument de la Reunification,Centre,positive,3.6,True,False
QRY-003225,2026-07-31 06:51,SESS-001289,VIS-01290,text,French,domestic,Adamawa,pricing,Musee Maritime de Douala,Littoral,positive,4.6,True,False
QRY-004543,2026-07-31 07:22,SESS-001793,VIS-01794,voice_note,French,foreign,Canada,opening_hours,Grand Batanga & Luma Museum,South,neutral,3.2,False,False
QRY-002793,2026-07-31 07:39,SESS-001100,VIS-01101,text,English,foreign,China,booking_interest,Les Gites de Kribi,South,positive,2.5,True,False
QRY-005210,2026-07-31 08:03,SESS-002067,VIS-02068,text,Pidgin,domestic,North West,directions,Chutes de la Lobe,South,neutral,4.7,True,False
QRY-001316,2026-07-31 08:08,SESS-000519,VIS-00520,text,Pidgin,foreign,France,transport_fare,Rue des Artisans,West,positive,0.8,True,False
QRY-005611,2026-07-31 08:08,SESS-002236,VIS-02237,text,French,foreign,Chad,booking_interest,Chez Carimo / Lobe Shacks,South,neutral,4.2,True,False
QRY-001271,2026-07-31 08:31,SESS-000504,VIS-00505,text,English,foreign,Nigeria,pricing,Mont Febe & Golf Club,Centre,neutral,3.4,False,False
QRY-004672,2026-07-31 09:17,SESS-001847,VIS-01848,text,French,foreign,Canada,pricing,West Region Gastronomy Spots,West,positive,3.2,True,False
QRY-000899,2026-07-31 09:37,SESS-000356,VIS-00357,text,English,domestic,Adamawa,general_chat,,West,neutral,3.3,True,False
QRY-002501,2026-07-31 09:38,SESS-000997,VIS-00998,voice_note,English,foreign,South Africa,transport_fare,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,4.3,True,False
QRY-004820,2026-07-31 09:41,SESS-001902,VIS-01903,text,Pidgin,domestic,Centre,opening_hours,Grand Batanga & Luma Museum,South,positive,2.0,True,False
QRY-002578,2026-07-31 10:23,SESS-001027,VIS-01028,voice_note,French,foreign,Chad,pricing,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,3.2,True,False
QRY-004480,2026-07-31 10:27,SESS-001761,VIS-01762,text,French,domestic,North West,transport_fare,Artisanal Village & Flower Market,Littoral,positive,3.6,True,False
QRY-003470,2026-07-31 11:02,SESS-001385,VIS-01386,voice_note,French,domestic,West,general_chat,,Adamawa,positive,4.6,True,False
QRY-003939,2026-07-31 11:05,SESS-001563,VIS-01564,text,English,foreign,Gabon,cultural_info,Chutes de la Lobe,South,neutral,4.0,True,False
QRY-006063,2026-07-31 11:16,SESS-002418,VIS-02419,text,English,domestic,North,directions,Artisanal Village & Flower Market,Littoral,positive,2.7,True,False
QRY-001157,2026-07-31 11:17,SESS-000458,VIS-00459,text,English,domestic,South,general_chat,,Far North,positive,3.5,True,False
QRY-000568,2026-07-31 11:26,SESS-000240,VIS-00241,voice_note,English,domestic,East,pricing,Chutes de la Lobe,South,positive,0.9,True,False
QRY-003496,2026-07-31 11:32,SESS-001395,VIS-01396,text,French,foreign,USA,directions,Musee National de Yaounde,Centre,neutral,3.9,True,False
QRY-001248,2026-07-31 11:35,SESS-000497,VIS-00498,text,English,foreign,France,cultural_info,Les Gites de Kribi,South,neutral,2.3,True,False
QRY-005444,2026-07-31 11:55,SESS-002167,VIS-02168,voice_note,French,foreign,Belgium,pricing,Chez Carimo / Lobe Shacks,South,positive,3.6,True,False
QRY-002503,2026-07-31 12:03,SESS-000998,VIS-00999,text,English,foreign,Equatorial Guinea,general_chat,,North,positive,4.0,True,False
QRY-003124,2026-07-31 12:05,SESS-001245,VIS-01246,voice_note,French,domestic,Far North,pricing,Grand Batanga & Luma Museum,South,positive,1.9,True,False
QRY-005717,2026-07-31 12:46,SESS-002279,VIS-02280,voice_note,English,domestic,Adamawa,opening_hours,Palais des Rois Bell (Pagode),Littoral,neutral,4.0,True,False
QRY-004981,2026-07-31 13:12,SESS-001965,VIS-01966,text,English,domestic,South,opening_hours,Star Land Hotel Bastos,Centre,neutral,3.7,True,False
QRY-004769,2026-07-31 13:43,SESS-001884,VIS-01885,text,French,foreign,Nigeria,pricing,Seme Beach Hotel,South West,neutral,1.7,True,False
QRY-003569,2026-07-31 14:09,SESS-001419,VIS-01420,text,English,foreign,France,directions,Down Beach & Batoke Beach,South West,neutral,3.0,True,False
QRY-000794,2026-07-31 14:30,SESS-000313,VIS-00314,text,English,domestic,Littoral,general_chat,,Adamawa,neutral,3.3,True,False
QRY-004027,2026-07-31 14:30,SESS-001593,VIS-01594,voice_note,French,domestic,Centre,general_chat,,Far North,positive,4.0,True,False
QRY-003149,2026-07-31 15:06,SESS-001258,VIS-01259,text,French,foreign,South Africa,transport_fare,Les Gites de Kribi,South,positive,2.5,True,False
QRY-000846,2026-07-31 15:08,SESS-000332,VIS-00333,text,French,foreign,South Africa,cultural_info,Palais des Rois Bell (Pagode),Littoral,neutral,2.4,True,False
QRY-005274,2026-07-31 15:10,SESS-002094,VIS-02095,text,English,foreign,USA,transport_fare,Palais des Rois Bell (Pagode),Littoral,neutral,2.3,True,False
QRY-003645,2026-07-31 15:11,SESS-001447,VIS-01448,voice_note,French,domestic,Littoral,transport_fare,Palais des Rois Bell (Pagode),Littoral,neutral,2.3,True,False
QRY-005399,2026-07-31 15:36,SESS-002141,VIS-02142,text,English,foreign,UK,pricing,Grand Batanga & Luma Museum,South,negative,4.1,True,False
QRY-005737,2026-07-31 15:40,SESS-002291,VIS-02292,text,French,domestic,North West,transport_fare,Mefou Primate Sanctuary,Centre,neutral,4.9,True,False
QRY-001377,2026-07-31 16:32,SESS-000547,VIS-00548,text,English,foreign,Canada,cultural_info,Hilton Yaounde,Centre,positive,3.4,True,False
QRY-003772,2026-07-31 16:33,SESS-001503,VIS-01504,voice_note,French,foreign,USA,general_chat,,North West,neutral,0.8,True,False
QRY-005780,2026-07-31 16:34,SESS-002312,VIS-02313,text,French,domestic,Centre,directions,Grand Batanga & Luma Museum,South,neutral,2.3,True,False
QRY-005825,2026-07-31 16:46,SESS-002333,VIS-02334,text,French,foreign,Canada,booking_interest,Limbe Botanic Garden,South West,neutral,3.9,True,False
QRY-005956,2026-07-31 17:32,SESS-002388,VIS-02389,text,English,domestic,Adamawa,directions,Mefou Primate Sanctuary,Centre,neutral,1.1,False,False
QRY-000203,2026-07-31 18:18,SESS-000094,VIS-00095,voice_note,French,domestic,North West,cultural_info,Douala-Edea Wildlife Reserve,Littoral,negative,4.8,True,False
